reference,title,author,publication title,publication year,nb pMCI,nb sMCI,time to prediction (in years),dataset,socio-demographic features,APOE,cog - general,cog - domain,cog - new / specific,T1 - voxel based,T1 - roi (whole brain),T1 - selected roi,wm hyperintensities,PET FDG,PET Amyloid,PET Tau,CSF,Amyloid status,DTI,fMRI,EEG/MEG,Others,logitudinal,feature selection,advanced feature processing,trained on AD vs CN,algorithm,cross-validation method,AUC,accuracy,balanced accuracy,sensitivity,specificity
"Westman, Muehlboeck, et Simmons 2012",Combining MRI and CSF measures for classification of Alzheimer's disease and prediction of mild cognitive impairment conversion,"Westman, E.; Muehlboeck, J.-S.; Simmons, A.",NeuroImage,2012,57.0,89.0,2,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,OPLS,k-fold,61.0,66.4,,,
"Westman, Muehlboeck, et Simmons 2012",Combining MRI and CSF measures for classification of Alzheimer's disease and prediction of mild cognitive impairment conversion,"Westman, E.; Muehlboeck, J.-S.; Simmons, A.",NeuroImage,2012,50.0,59.0,3,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,OPLS,k-fold,57.8,66.1,,,
Summers et Saunders 2012,Neuropsychological measures predict decline to alzheimer's dementia from mild cognitive impairment,"Summers, M.J.; Saunders, N.L.J.",Neuropsychology,2012,10.0,51.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Parnetti et al. 2012,"Performance of Aβ1-40, Aβ1-42, total tau, and phosphorylated tau as predictors of dementia in a cohort of patients with mild cognitive impairment","Parnetti, L.; Chiasserini, D.; Eusebi, P.; Giannandrea, D.; Bellomo, G.; De Carlo, C.; Padiglioni, C.; Mastrocola, S.; Lisetti, V.; Calabresi, P.",Journal of Alzheimer's Disease,2012,32.0,58.0,Not fixed (up to 4 years),local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,10-fold,,,85.5,75.0,96.0
Kruczyk et al. 2012,Monte Carlo feature selection and rule-based models to predict Alzheimer's disease in mild cognitive impairment,"Kruczyk, M.; Zetterberg, H.; Hansson, O.; Rolstad, S.; Minthon, L.; Wallin, A.; Blennow, K.; Komorowski, J.; Andersson, M.G.",Journal of Neural Transmission,2012,69.0,153.0,4,local,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Other,Validation on 2nd cohort,80.0,88.0,,,
Ewers et al. 2012,Prediction of conversion from mild cognitive impairment to Alzheimer's disease dementia based upon biomarkers and neuropsychological test performance,"Ewers, M.; Walsh, C.; Trojanowski, J.Q.; Shaw, L.M.; Petersen, R.C.; Jack, C.R.; Feldman, H.H.; Bokde, A.L.W.; Alexander, G.E.; Scheltens, P.; Vellas, B.; Dubois, B.; Weiner, M.; Hampel, H.",Neurobiology of Aging,2012,58.0,72.0,2,ADNI,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,Survival analysis (Cox),None,,76.3,77.9,87.5,68.3
Ewers et al. 2012,Prediction of conversion from mild cognitive impairment to Alzheimer's disease dementia based upon biomarkers and neuropsychological test performance,"Ewers, M.; Walsh, C.; Trojanowski, J.Q.; Shaw, L.M.; Petersen, R.C.; Jack, C.R.; Feldman, H.H.; Bokde, A.L.W.; Alexander, G.E.; Scheltens, P.; Vellas, B.; Dubois, B.; Weiner, M.; Hampel, H.",Neurobiology of Aging,2012,58.0,72.0,2,ADNI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,Survival analysis (Cox),None,,70.9,71.85,79.6,64.1
Cho et al. 2012,Individual subject classification for Alzheimer's disease based on incremental learning using a spatial frequency representation of cortical thickness data,"Cho, Y.; Seong, J.-K.; Jeong, Y.; Shin, S.Y.",NeuroImage,2012,35.0,66.0,1.5,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,LDA,single split,,71.0,69.5,63.0,76.0
R. Chen et al. 2012,Prediction of conversion from mild cognitive impairment to Alzheimer disease based on Bayesian data mining with ensemble learning,"Chen, R.; Young, K.; Chao, L.L.; Miller, B.; Yaffe, K.; Weiner, M.W.; Herskovits, E.H.",Neuroradiology Journal,2012,8.0,18.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Cui et al. 2011,Identification of Conversion from Mild Cognitive Impairment to Alzheimer's Disease Using Multivariate Predictors,"Cui, Yue; Liu, Bing; Luo, Suhuai; Zhen, Xiantong; Fan, Ming; Liu, Tao; Zhu, Wanlin; Park, Mira; Jiang, Tianzi; Jin, Jesse S.; Initiative, the Alzheimer's Disease Neuroimaging",PLOS ONE,2011,56.0,87.0,2,ADNI,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,Non-linear SVM,10-fold,79.6,67.13,72.355,96.43,48.28
Cui et al. 2011,Identification of Conversion from Mild Cognitive Impairment to Alzheimer's Disease Using Multivariate Predictors,"Cui, Yue; Liu, Bing; Luo, Suhuai; Zhen, Xiantong; Fan, Ming; Liu, Tao; Zhu, Wanlin; Park, Mira; Jiang, Tianzi; Jin, Jesse S.; Initiative, the Alzheimer's Disease Neuroimaging",PLOS ONE,2011,56.0,87.0,2,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,Non-linear SVM,10-fold,67.3,58.74,61.0,71.43,50.57
Cuingnet et al. 2011,Automatic classification of patients with Alzheimer's disease from structural MRI: A comparison of ten methods using the ADNI database,"Cuingnet, Rémi; Gerardin, Emilie; Tessieras, Jérôme; Auzias, Guillaume; Lehéricy, Stéphane; Habert, Marie-Odile; Chupin, Marie; Benali, Habib; Colliot, Olivier",NeuroImage,2011,76.0,134.0,1.5,ADNI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,Linear SVM,single split,,,65.0,51.0,79.0
Cuingnet et al. 2011,Automatic classification of patients with Alzheimer's disease from structural MRI: A comparison of ten methods using the ADNI database,"Cuingnet, Rémi; Gerardin, Emilie; Tessieras, Jérôme; Auzias, Guillaume; Lehéricy, Stéphane; Habert, Marie-Odile; Chupin, Marie; Benali, Habib; Colliot, Olivier",NeuroImage,2011,76.0,134.0,1.5,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,Linear SVM,single split,,,65.5,70.0,61.0
Hinrichs et al. 2011,Predictive markers for AD in a multi-modality framework: An analysis of MCI progression in the ADNI population,"Hinrichs, Chris; Singh, Vikas; Xu, Guofan; Johnson, Sterling C.",NeuroImage,2011,38.0,81.0,1,ADNI,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,MKL,Validation on different groups,76.67,,,,
"D. H. Ye, Pohl, et Davatzikos 2011",Semi-supervised pattern classification: Application to structural MRI of Alzheimer's disease,"Ye, D.H.; Pohl, K.M.; Davatzikos, C.","Proceedings - International Workshop on Pattern Recognition in NeuroImaging, PRNI 2011",2011,68.0,169.0,1.25,ADNI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,Linear SVM,10-fold,73.0,56.1,67.44999999999999,94.1,40.8
"Westman, Simmons, Muehlboeck, et al. 2011",AddNeuroMed and ADNI: Similar patterns of Alzheimer's atrophy and automated MRI classification accuracy in Europe and North America,"Westman, E.; Simmons, A.; Muehlboeck, J.-S.; Mecocci, P.; Vellas, B.; Tsolaki, M.; Kloszewska, I.; Soininen, H.; Weiner, M.W.; Lovestone, S.; Spenger, C.; Wahlund, L.-O.",NeuroImage,2011,353.0,84.0,1,ADNI + ADDneuro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,OPLS,k-fold,,62.0,66.0,71.0,60.0
"Westman, Simmons, Muehlboeck, et al. 2011",AddNeuroMed and ADNI: Similar patterns of Alzheimer's atrophy and automated MRI classification accuracy in Europe and North America,"Westman, E.; Simmons, A.; Muehlboeck, J.-S.; Mecocci, P.; Vellas, B.; Tsolaki, M.; Kloszewska, I.; Soininen, H.; Weiner, M.W.; Lovestone, S.; Spenger, C.; Wahlund, L.-O.",NeuroImage,2011,256.0,62.0,1,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,OPLS,k-fold,,59.0,65.0,74.0,56.00000000000001
"Westman, Simmons, Zhang, et al. 2011","Multivariate analysis of MRI data for Alzheimer's disease, mild cognitive impairment and healthy controls","Westman, E.; Simmons, A.; Zhang, Y.; Muehlboeck, J.-S.; Tunnard, C.; Liu, Y.; Collins, L.; Evans, A.; Mecocci, P.; Vellas, B.; Tsolaki, M.; Kloszewska, I.; Soininen, H.; Lovestone, S.; Spenger, C.; Wahlund, L.-O.",NeuroImage,2011,22.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
"Westman, Cavallin, et al. 2011",Sensitivity and specificity of medial temporal lobe visual ratings and multivariate regional MRI classification in Alzheimer's disease,"Westman, E.; Cavallin, L.; Muehlboeck, J.-S.; Zhang, Y.; Mecocci, P.; Vellas, B.; Tsolaki, M.; Kłoszewska, I.; Soininen, H.; Spenger, C.; Lovestone, S.; Simmons, A.; Wahlund, L.-O.",PLoS ONE,2011,19.0,82.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Moretti et al. 2011,MCI patients' EEGs show group differences between those who progress and those who do not progress to AD,"Moretti, D.V.; Frisoni, G.B.; Fracassi, C.; Pievani, M.; Geroldi, C.; Binetti, G.; Rossini, P.M.; Zanetti, O.",Neurobiology of Aging,2011,18.0,44.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
"Modrego, Fayed, et Sarasa 2011",Magnetic resonance spectroscopy in the prediction of early conversion from amnestic mild cognitive impairment to dementia: a prospective cohort study,"Modrego, P. J.; Fayed, N.; Sarasa, M.",BMJ Open,2011,27.0,44.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Davatzikos et al. 2011,"Prediction of MCI to AD conversion, via MRI, CSF biomarkers, and pattern classification","Davatzikos, C.; Bhatt, P.; Shaw, L.M.; Batmanghelich, K.N.; Trojanowski, J.Q.",Neurobiology of Aging,2011,69.0,170.0,1,ADNI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,Linear SVM,k-fold,73.4,,66.5,95.0,38.0
Costafreda et al. 2011,Automated hippocampal shape analysis predicts the onset of dementia in mild cognitive impairment,"Costafreda, S.G.; Dinov, I.D.; Tu, Z.; Shi, Y.; Liu, C.-Y.; Kloszewska, I.; Mecocci, P.; Soininen, H.; Tsolaki, M.; Vellas, B.; Wahlund, L.-O.; Spenger, C.; Toga, A.W.; Lovestone, S.; Simmons, A.",NeuroImage,2011,22.0,81.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Clark 2011,Residual vectors for Alzheimer disease diagnosis and prognostication,"Clark, D.G.",Brain and Behavior,2011,39.0,70.0,2,ADNI,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,Logistic regression,leave one out,76.5,,76.3,89.7,62.9
Chincarini et al. 2011,Local MRI analysis approach in the diagnosis of early and prodromal Alzheimer's disease,"Chincarini, A.; Bosco, P.; Calvini, P.; Gemme, G.; Esposito, M.; Olivieri, C.; Rei, L.; Squarcia, S.; Rodriguez, G.; Bellotti, R.; Cerello, P.; De Mitri, I.; Retico, A.; Nobili, F.",NeuroImage,2011,136.0,166.0,2,ADNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,SVM,Validation on different groups,74.0,,68.5,72.0,65.0
Plant et al. 2010,Automated detection of brain atrophy patterns based on MRI for the prediction of Alzheimer's disease,"Plant, C.; Teipel, S.J.; Oswald, A.; Böhm, C.; Meindl, T.; Mourao-Miranda, J.; Bokde, A.W.; Hampel, H.; Ewers, M.",NeuroImage,2010,9.0,15.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Nho et al. 2010,Automatic Prediction of Conversion from Mild Cognitive Impairment to Probable Alzheimer's Disease using Structural Magnetic Resonance Imaging,"Nho, K.; Shen, L.; Kim, S.; Risacher, S.L.; West, J.D.; Foroud, T.; Jack, C.R.; Weiner, M.W.; Saykin, A.J.",AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium,2010,62.0,278.0,1,ADNI,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,Non-linear SVM,Validation on different groups,,63.8,68.5,75.8,61.2
Nho et al. 2010,Automatic Prediction of Conversion from Mild Cognitive Impairment to Probable Alzheimer's Disease using Structural Magnetic Resonance Imaging,"Nho, K.; Shen, L.; Kim, S.; Risacher, S.L.; West, J.D.; Foroud, T.; Jack, C.R.; Weiner, M.W.; Saykin, A.J.",AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium,2010,110.0,157.0,2,ADNI,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,Non-linear SVM,Validation on different groups,,72.3,73.2,78.2,68.2
Nho et al. 2010,Automatic Prediction of Conversion from Mild Cognitive Impairment to Probable Alzheimer's Disease using Structural Magnetic Resonance Imaging,"Nho, K.; Shen, L.; Kim, S.; Risacher, S.L.; West, J.D.; Foroud, T.; Jack, C.R.; Weiner, M.W.; Saykin, A.J.",AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium,2010,150.0,205.0,3,ADNI,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,Non-linear SVM,Validation on different groups,,71.6,72.05,75.3,68.8
Lonie et al. 2010,Predicting outcome in mild cognitive impairment: 4-Year follow-up study,"Lonie, J.A.; Parra-Rodriguez, M.A.; Tierney, K.M.; Herrmann, L.L.; Donaghey, C.; O'Carroll, R.E.; Ebmeier, K.P.",British Journal of Psychiatry,2010,18.0,26.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Gallagher et al. 2010,Detecting prodromal Alzheimer's disease in mild cognitive impairment: Utility of the CAMCOG and other neuropsychological predictors,"Gallagher, D.; Mhaolain, A.N.; Coen, R.; Walsh, C.; Kilroy, D.; Belinski, K.; Bruce, I.; Coakley, D.; Walsh, J.B.; Cunningham, C.; Lawlor, B.A.",International Journal of Geriatric Psychiatry,2010,75.0,107.0,3,local,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Survival analysis (Cox),None,79.0,83.0,81.5,84.0,79.0
Fritzsche et al. 2010,Automated MR morphometry to predict Alzheimer's disease in mild cognitive impairment,"Fritzsche, K.H.; Stieltjes, B.; Schlindwein, S.; Van Bruggen, T.; Essig, M.; Meinzer, H.-P.",International Journal of Computer Assisted Radiology and Surgery,2010,10.0,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Duchesne et al. 2010,Amnestic MCI future clinical status prediction using baseline MRI features,"Duchesne, S.; Bocti, C.; De Sousa, K.; Frisoni, G.B.; Chertkow, H.; Collins, D.L.",Neurobiology of Aging,2010,20.0,11.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,LDA,leave one out,,81.0,57.0,14.0,100.0
Devanand et al. 2010,99mTc hexamethyl-propylene-aminoxime single-photon emission computed tomography prediction of conversion from mild cognitive impairment to Alzheimer disease,"Devanand, D.P.; Van Heertum, R.L.; Kegeles, L.S.; Liu, X.; Jin, Z.H.; Pradhaban, G.; Rusinek, H.; Pratap, M.; Pelton, G.H.; Prohovnik, I.; Stern, Y.; Mann, J.J.; Parsey, R.",American Journal of Geriatric Psychiatry,2010,18.0,72.0,3,other (NY),1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,Logistic regression,None,91.0,85.56,84.725,88.89,80.56
Buscema et al. 2010,The I.F.A.S.T. model allows the prediction of conversion to alzheimer disease in patients with mild cognitive impairment with high degree of accuracy,"Buscema, M.; Grossi, E.; Capriotti, M.; Babiloni, C.; Rossini, P.",Current Alzheimer Research,2010,51.0,92.0,1,local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,Neural network,repeated k-fold,82.0,83.19,83.185,81.37,85.0
"Misra, Fan, et Davatzikos 2009","Baseline and longitudinal patterns of brain atrophy in MCI patients, and their use in prediction of short-term conversion to AD: results from ADNI","Misra, Chandan; Fan, Yong; Davatzikos, Christos",NeuroImage,2009,27.0,76.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Rabin et al. 2009,Differential memory test sensitivity for diagnosing amnestic mild cognitive impairment and predicting conversion to Alzheimer's disease,"Rabin, L.A.; Paré, N.; Saykin, A.J.; Brown, M.J.; Wishart, H.A.; Flashman, L.A.; Santulli, R.B.","Aging, Neuropsychology, and Cognition",2009,9.0,23.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,,,,,,
Mitchell et al. 2009,Outcome in subgroups of mild cognitive impairment (MCI) is highly predictable using a simple algorithm,"Mitchell, J.; Arnold, R.; Dawson, K.; Nestor, P.J.; Hodges, J.R.",Journal of Neurology,2009,32.0,22.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Dierckx et al. 2009,Verbal cued recall as a predictor of conversion to Alzheimer's disease in Mild Cognitive Impairment,"Dierckx, E.; Engelborghs, S.; De Raedt, R.; Van Buggenhout, M.; De Deyn, P.P.; Verté, D.; Ponjaert-Kristoffersen, I.",International Journal of Geriatric Psychiatry,2009,7.0,24.0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Fleisher et al. 2008,Volumetric MRI vs clinical predictors of Alzheimer disease in mild cognitive impairment,"Fleisher, A.S.; Sun, S.; Taylor, C.; Ward, C.P.; Gamst, A.C.; Petersen, R.C.; Jack, C.R.; Aisen, P.S.; Thal, L.J.",Neurology,2008,53.0,76.0,3,Alzheimer’s Disease Cooperative Study group (clinical trial cohort),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,10-fold,,60.4,,,
Fleisher et al. 2008,Volumetric MRI vs clinical predictors of Alzheimer disease in mild cognitive impairment,"Fleisher, A.S.; Sun, S.; Taylor, C.; Ward, C.P.; Gamst, A.C.; Petersen, R.C.; Jack, C.R.; Aisen, P.S.; Thal, L.J.",Neurology,2008,53.0,76.0,3,Alzheimer’s Disease Cooperative Study group (clinical trial cohort),0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,10-fold,,78.8,,,
Fleisher et al. 2008,Volumetric MRI vs clinical predictors of Alzheimer disease in mild cognitive impairment,"Fleisher, A.S.; Sun, S.; Taylor, C.; Ward, C.P.; Gamst, A.C.; Petersen, R.C.; Jack, C.R.; Aisen, P.S.; Thal, L.J.",Neurology,2008,53.0,76.0,3,Alzheimer’s Disease Cooperative Study group (clinical trial cohort),0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,10-fold,,78.8,,,
Devanand et al. 2008,Combining Early Markers Strongly Predicts Conversion from Mild Cognitive Impairment to Alzheimer's Disease,"Devanand, D.P.; Liu, X.; Tabert, M.H.; Pradhaban, G.; Cuasay, K.; Bell, K.; de Leon, M.J.; Doty, R.L.; Stern, Y.; Pelton, G.H.",Biological Psychiatry,2008,33.0,93.0,3,other (NY),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Logistic regression,5-fold,,85.05,,,
Ewers et al. 2007,Multicenter assessment of CSF-phosphorylated tau for the prediction of conversion of MCI,"Ewers, M.; Buerger, K.; Teipel, S.J.; Scheltens, P.; Schröder, J.; Zinkowski, R.P.; Bouwman, F.H.; Schönknecht, P.; Schoonenboom, N.S.M.; Andreasen, N.; Wallin, A.; DeBernardis, J.F.; Kerkman, D.J.; Heindl, B.; Blennow, K.; Hampel, H.",Neurology,2007,43.0,45.0,Not fixed,In-house multicenter (4 sites),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,threshold,Validation on 2nd cohort,,77.5,77.25,83.9,70.6
Devanand et al. 2007,Hippocampal and entorhinal atrophy in mild cognitive impairment: Prediction of Alzheimer disease,"Devanand, D.P.; Pradhaban, G.; Liu, X.; Khandji, A.; De Santi, S.; Segal, S.; Rusinek, H.; Pelton, G.H.; Honig, L.S.; Mayeux, R.; Stern, Y.; Tabert, M.H.; De Leon, M.J.",Neurology,2007,37.0,102.0,3,Local,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,None,91.2,86.8,81.65,83.3,80.0
Marcos et al. 2006,Neuropsychological markers of progression from mild cognitive impairment to Alzheimer's disease,"Marcos, A.; Gil, P.; Barabash, A.; Rodriguez, R.; Encinas, M.; Fernández, C.; Cabranes, J.A.",American Journal of Alzheimer's Disease and other Dementias,2006,38.0,44.0,3,Local,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Logistic regression,None,,,82.4,92.1,72.7
Griffith et al. 2006,Amnestic mild cognitive impairment: Diagnostic outcomes and clinical prediction over a two-year time period,"Griffith, H.R.; Netson, K.L.; Harrell, L.E.; Zamrini, E.Y.; Brockington, J.C.; Marson, D.C.",Journal of the International Neuropsychological Society,2006,11.0,38.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Borroni et al. 2006,Combined 99mTc-ECD SPECT and neuropsychological studies in MCI for the assessment of conversion to AD,"Borroni, B.; Anchisi, D.; Paghera, B.; Vicini, B.; Kerrouche, N.; Garibotto, V.; Terzi, A.; Vignolo, L.A.; Di Luca, M.; Giubbini, R.; Padovani, A.; Perani, D.",Neurobiology of Aging,2006,18.0,9.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
"Modrego, Fayed, et Pina 2005",Conversion from mild cognitive impairment to probable Alzheimer's disease predicted by brain magnetic resonance spectroscopy,"Modrego, P.J.; Fayed, N.; Pina, M.A.",American Journal of Psychiatry,2005,29.0,24.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Geslani et al. 2005,Mild cognitive impairment: An operational definition and its conversion rate to Alzheimer's disease,"Geslani, D.M.; Tierney, M.C.; Herrmann, N.; Szalai, J.P.",Dementia and Geriatric Cognitive Disorders,2005,30.0,27.0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
Drzezga et al. 2005,Prediction of individual clinical outcome in MCI by means of genetic assessment and 18F-FDG PET,"Drzezga, A.; Grimmer, T.; Riemenschneider, M.; Lautenschlager, N.; Siebner, H.; Alexopoulus, P.; Minoshima, S.; Schwaiger, M.; Kurz, A.",Journal of Nuclear Medicine,2005,12.0,18.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,
